timestamp,machine_id,power_kw,production_rate_ppm,temperature_c,sec_kwh_per_unit,is_anomaly
2026-09-10 11:02:24.926560,Machine_C,2.48,9,38.0,16.506,0
2026-09-10 11:03:24.926560,Machine_A,1.99,11,38.8,10.839,0
2026-09-10 11:03:24.926560,Machine_B,3.68,10,45.2,22.058,0
2026-09-10 11:03:24.926560,Machine_C,2.56,9,39.9,17.091,0
2026-09-10 11:04:24.926560,Machine_A,2.21,9,37.6,14.754,0
2026-09-10 11:04:24.926560,Machine_B,3.43,9,45.1,22.882,0
2026-09-10 11:04:24.926560,Machine_C,2.17,7,42.0,18.563,0
2026-09-10 11:05:24.926560,Machine_A,2.26,11,35.7,12.31,0
2026-09-10 11:05:24.926560,Machine_B,3.75,9,49.8,24.988,0
2026-09-10 11:05:24.926560,Machine_C,2.27,9,38.6,15.112,0
2026-09-10 11:06:24.926560,Machine_A,2.25,11,40.1,12.26,0
2026-09-10 11:06:24.926560,Machine_B,4.02,9,46.6,26.832,0
2026-09-10 11:06:24.926560,Machine_C,2.45,7,39.7,20.988,0
2026-09-10 11:07:24.926560,Machine_A,2.01,9,37.8,13.404,0
2026-09-10 11:07:24.926560,Machine_B,4.03,8,42.3,30.236,0
2026-09-10 11:07:24.926560,Machine_C,2.44,7,39.3,20.916,0
2026-09-10 11:08:24.926560,Machine_A,1.97,9,39.7,13.137,0
2026-09-10 11:08:24.926560,Machine_B,5.24,9,59.1,34.931,1
2026-09-10 11:08:24.926560,Machine_C,2.55,7,39.5,21.852,0
2026-09-10 11:09:24.926560,Machine_A,2.32,9,36.1,15.46,0
2026-09-10 11:09:24.926560,Machine_B,3.58,8,45.4,26.83,0
2026-09-10 11:09:24.926560,Machine_C,2.48,7,37.8,21.219,0
2026-09-10 11:10:24.926560,Machine_A,2.14,11,38.6,11.663,0
2026-09-10 11:10:24.926560,Machine_B,6.2,8,59.4,46.468,1
2026-09-10 11:10:24.926560,Machine_C,2.21,7,40.6,18.981,0
2026-09-10 11:11:24.926560,Machine_A,2.08,9,38.7,13.873,0
2026-09-10 11:11:24.926560,Machine_B,4.31,8,49.5,32.36,0
2026-09-10 11:11:24.926560,Machine_C,2.17,9,40.5,14.456,0
2026-09-10 11:12:24.926560,Machine_A,2.31,11,37.8,12.594,0
2026-09-10 11:12:24.926560,Machine_B,3.52,10,49.3,21.111,0
2026-09-10 11:12:24.926560,Machine_C,2.49,7,39.2,21.343,0
2026-09-10 11:13:24.926560,Machine_A,2.21,10,37.8,13.244,0
2026-09-10 11:13:24.926560,Machine_B,4.04,10,45.6,24.249,0
2026-09-10 11:13:24.926560,Machine_C,2.4,7,42.0,20.532,0
2026-09-10 11:14:24.926560,Machine_A,2.12,9,38.3,14.123,0
2026-09-10 11:14:24.926560,Machine_B,4.13,10,50.4,24.79,0
2026-09-10 11:14:24.926560,Machine_C,2.48,7,41.0,21.222,0
2026-09-10 11:15:24.926560,Machine_A,2.13,10,36.9,12.782,0
2026-09-10 11:15:24.926560,Machine_B,3.32,8,49.9,24.87,0
2026-09-10 11:15:24.926560,Machine_C,2.45,7,40.4,20.985,0
2026-09-10 11:16:24.926560,Machine_A,2.04,10,37.5,12.237,0
2026-09-10 11:16:24.926560,Machine_B,3.29,9,46.1,21.964,0
2026-09-10 11:16:24.926560,Machine_C,2.52,7,39.6,21.587,0
2026-09-10 11:17:24.926560,Machine_A,2.11,9,36.5,14.08,0
2026-09-10 11:17:24.926560,Machine_B,4.13,9,45.1,27.552,0
2026-09-10 11:17:24.926560,Machine_C,2.27,7,41.6,19.433,0
2026-09-10 11:18:24.926560,Machine_A,2.21,11,41.4,12.035,0
2026-09-10 11:18:24.926560,Machine_B,4.29,9,50.0,28.617,0
2026-09-10 11:18:24.926560,Machine_C,2.87,8,40.0,21.535,0
2026-09-10 11:19:24.926560,Machine_A,2.05,10,38.0,12.327,0
2026-09-10 11:19:24.926560,Machine_B,3.31,10,48.3,19.865,0
2026-09-10 11:19:24.926560,Machine_C,2.64,9,40.3,17.624,0
2026-09-10 11:20:24.926560,Machine_A,2.23,11,38.1,12.174,0
2026-09-10 11:20:24.926560,Machine_B,3.72,10,48.8,22.345,0
2026-09-10 11:20:24.926560,Machine_C,2.39,9,38.6,15.903,0
2026-09-10 11:21:24.926560,Machine_A,2.1,9,36.6,13.978,0
2026-09-10 11:21:24.926560,Machine_B,3.5,10,45.8,21.021,0
2026-09-10 11:21:24.926560,Machine_C,2.28,8,40.2,17.067,0
2026-09-10 11:22:24.926560,Machine_A,2.0,10,39.4,12.006,0
2026-09-10 11:22:24.926560,Machine_B,3.76,10,47.7,22.558,0
2026-09-10 11:22:24.926560,Machine_C,2.32,9,40.5,15.46,0
2026-09-10 11:23:24.926560,Machine_A,2.12,10,36.6,12.696,0
2026-09-10 11:23:24.926560,Machine_B,3.76,9,49.6,25.046,0
2026-09-10 11:23:24.926560,Machine_C,2.31,8,40.1,17.349,0
2026-09-10 11:24:24.926560,Machine_A,2.12,9,41.4,14.165,0
2026-09-10 11:24:24.926560,Machine_B,3.97,9,50.3,26.492,0
2026-09-10 11:24:24.926560,Machine_C,2.43,7,40.3,20.798,0
2026-09-10 11:25:24.926560,Machine_A,2.17,10,36.9,13.048,0
2026-09-10 11:25:24.926560,Machine_B,4.01,10,48.9,24.047,0
2026-09-10 11:25:24.926560,Machine_C,2.44,7,39.2,20.879,0
2026-09-10 11:26:24.926560,Machine_A,1.99,9,37.6,13.239,0
2026-09-10 11:26:24.926560,Machine_B,3.99,10,48.8,23.941,0
2026-09-10 11:26:24.926560,Machine_C,2.32,9,39.1,15.453,0
2026-09-10 11:27:24.926560,Machine_A,2.2,10,41.3,13.178,0
2026-09-10 11:27:24.926560,Machine_B,4.02,8,45.3,30.152,0
2026-09-10 11:27:24.926560,Machine_C,2.28,8,41.6,17.096,0
2026-09-10 11:28:24.926560,Machine_A,2.27,11,37.4,12.386,0
2026-09-10 11:28:24.926560,Machine_B,3.89,9,46.9,25.939,0
2026-09-10 11:28:24.926560,Machine_C,2.29,7,40.9,19.609,0
2026-09-10 11:29:24.926560,Machine_A,1.99,9,36.9,13.266,0
2026-09-10 11:29:24.926560,Machine_B,3.49,9,52.2,23.288,0
2026-09-10 11:29:24.926560,Machine_C,2.43,8,39.4,18.221,0
2026-09-10 11:30:24.926560,Machine_A,2.27,9,39.3,15.126,0
2026-09-10 11:30:24.926560,Machine_B,3.39,9,47.6,22.619,0
2026-09-10 11:30:24.926560,Machine_C,2.5,8,41.9,18.782,0
2026-09-10 11:31:24.926560,Machine_A,1.9,10,37.1,11.429,0
2026-09-10 11:31:24.926560,Machine_B,3.97,8,48.2,29.756,0
2026-09-10 11:31:24.926560,Machine_C,2.3,8,40.5,17.24,0
2026-09-10 11:32:24.926560,Machine_A,2.09,9,36.6,13.926,0
2026-09-10 11:32:24.926560,Machine_B,3.1,10,47.0,18.596,0
2026-09-10 11:32:24.926560,Machine_C,2.41,7,40.8,20.665,0
2026-09-10 11:33:24.926560,Machine_A,2.04,10,38.4,12.211,0
2026-09-10 11:33:24.926560,Machine_B,3.86,8,47.4,28.932,0
2026-09-10 11:33:24.926560,Machine_C,2.21,7,40.0,18.98,0
2026-09-10 11:34:24.926560,Machine_A,2.02,9,36.0,13.476,0
2026-09-10 11:34:24.926560,Machine_B,3.43,8,46.6,25.754,0
2026-09-10 11:34:24.926560,Machine_C,2.23,8,37.8,16.759,0
2026-09-10 11:35:24.926560,Machine_A,2.18,11,38.0,11.911,0
2026-09-10 11:35:24.926560,Machine_B,4.31,9,51.8,28.713,0
2026-09-10 11:35:24.926560,Machine_C,2.53,7,37.7,21.711,0
2026-09-10 11:36:24.926560,Machine_A,2.19,10,37.6,13.151,0
2026-09-10 11:36:24.926560,Machine_B,3.59,10,48.9,21.534,0
2026-09-10 11:36:24.926560,Machine_C,2.37,8,39.2,17.803,0
2026-09-10 11:37:24.926560,Machine_A,2.06,10,37.2,12.34,0
2026-09-10 11:37:24.926560,Machine_B,3.82,8,48.3,28.614,0
2026-09-10 11:37:24.926560,Machine_C,2.1,9,39.8,14.031,0
2026-09-10 11:38:24.926560,Machine_A,2.35,10,37.5,14.079,0
2026-09-10 11:38:24.926560,Machine_B,3.65,10,49.9,21.871,0
2026-09-10 11:38:24.926560,Machine_C,2.34,7,39.0,20.094,0
2026-09-10 11:39:24.926560,Machine_A,2.11,9,38.8,14.038,0
2026-09-10 11:39:24.926560,Machine_B,6.12,8,58.9,45.902,1
2026-09-10 11:39:24.926560,Machine_C,2.57,8,38.0,19.287,0
2026-09-10 11:40:24.926560,Machine_A,2.03,11,37.9,11.079,0
2026-09-10 11:40:24.926560,Machine_B,3.99,10,50.7,23.963,0
2026-09-10 11:40:24.926560,Machine_C,2.32,7,39.6,19.847,0
2026-09-10 11:41:24.926560,Machine_A,2.03,11,39.3,11.068,0
2026-09-10 11:41:24.926560,Machine_B,3.68,10,48.3,22.101,0
2026-09-10 11:41:24.926560,Machine_C,2.29,7,39.3,19.629,0
2026-09-10 11:42:24.926560,Machine_A,2.15,11,41.4,11.727,0
2026-09-10 11:42:24.926560,Machine_B,4.06,10,49.3,24.379,0
2026-09-10 11:42:24.926560,Machine_C,2.32,8,38.8,17.43,0
2026-09-10 11:43:24.926560,Machine_A,2.15,10,39.1,12.925,0
2026-09-10 11:43:24.926560,Machine_B,3.73,9,45.9,24.868,0
2026-09-10 11:43:24.926560,Machine_C,2.32,9,40.4,15.454,0
2026-09-10 11:44:24.926560,Machine_A,1.95,10,39.5,11.68,0
2026-09-10 11:44:24.926560,Machine_B,3.5,10,47.9,21.011,0
2026-09-10 11:44:24.926560,Machine_C,2.22,8,40.0,16.658,0
2026-09-10 11:45:24.926560,Machine_A,1.87,9,37.3,12.465,0
2026-09-10 11:45:24.926560,Machine_B,4.24,8,47.6,31.81,0
2026-09-10 11:45:24.926560,Machine_C,2.44,7,39.3,20.946,0
2026-09-10 11:46:24.926560,Machine_A,2.04,9,40.7,13.596,0
2026-09-10 11:46:24.926560,Machine_B,3.9,8,47.7,29.232,0
2026-09-10 11:46:24.926560,Machine_C,2.04,8,39.9,15.264,0
2026-09-10 11:47:24.926560,Machine_A,2.23,11,40.3,12.165,0
2026-09-10 11:47:24.926560,Machine_B,3.44,8,48.1,25.82,0
2026-09-10 11:47:24.926560,Machine_C,2.52,9,41.2,16.793,0
2026-09-10 11:48:24.926560,Machine_A,1.97,11,36.5,10.72,0
2026-09-10 11:48:24.926560,Machine_B,5.78,9,64.2,38.514,1
2026-09-10 11:48:24.926560,Machine_C,2.55,7,39.2,21.852,0
2026-09-10 11:49:24.926560,Machine_A,2.08,9,37.8,13.859,0
2026-09-10 11:49:24.926560,Machine_B,3.62,9,48.1,24.167,0
2026-09-10 11:49:24.926560,Machine_C,2.39,8,38.9,17.918,0
2026-09-10 11:50:24.926560,Machine_A,2.25,11,40.7,12.249,0
2026-09-10 11:50:24.926560,Machine_B,4.51,9,48.8,30.061,0
2026-09-10 11:50:24.926560,Machine_C,2.48,9,39.8,16.557,0
2026-09-10 11:51:24.926560,Machine_A,2.08,10,36.8,12.457,0
2026-09-10 11:51:24.926560,Machine_B,4.42,9,45.8,29.446,0
2026-09-10 11:51:24.926560,Machine_C,2.43,9,40.5,16.211,0
2026-09-10 11:52:24.926560,Machine_A,2.13,11,39.2,11.622,0
2026-09-10 11:52:24.926560,Machine_B,3.44,10,50.3,20.618,0
2026-09-10 11:52:24.926560,Machine_C,2.37,7,40.3,20.357,0
2026-09-10 11:53:24.926560,Machine_A,2.14,11,40.4,11.658,0
2026-09-10 11:53:24.926560,Machine_B,3.49,9,49.0,23.256,0
2026-09-10 11:53:24.926560,Machine_C,2.44,7,38.3,20.95,0
2026-09-10 11:54:24.926560,Machine_A,2.09,11,37.9,11.403,0
2026-09-10 11:54:24.926560,Machine_B,3.44,8,47.9,25.809,0
2026-09-10 11:54:24.926560,Machine_C,2.52,9,40.9,16.803,0
2026-09-10 11:55:24.926560,Machine_A,2.16,9,35.4,14.377,0
2026-09-10 11:55:24.926560,Machine_B,3.85,8,46.3,28.866,0
2026-09-10 11:55:24.926560,Machine_C,2.38,7,38.8,20.393,0
2026-09-10 11:56:24.926560,Machine_A,2.15,11,38.5,11.749,0
2026-09-10 11:56:24.926560,Machine_B,4.19,10,47.2,25.118,0
2026-09-10 11:56:24.926560,Machine_C,2.51,9,40.6,16.759,0
2026-09-10 11:57:24.926560,Machine_A,2.05,9,36.3,13.657,0
2026-09-10 11:57:24.926560,Machine_B,4.29,9,53.3,28.611,0
2026-09-10 11:57:24.926560,Machine_C,2.18,9,38.9,14.55,0
2026-09-10 11:58:24.926560,Machine_A,2.09,11,39.8,11.397,0
2026-09-10 11:58:24.926560,Machine_B,4.32,9,47.2,28.787,0
2026-09-10 11:58:24.926560,Machine_C,2.19,9,38.2,14.582,0
2026-09-10 11:59:24.926560,Machine_A,2.22,9,37.1,14.778,0
2026-09-10 11:59:24.926560,Machine_B,3.63,9,53.1,24.23,0
2026-09-10 11:59:24.926560,Machine_C,2.37,8,39.7,17.753,0
2026-09-10 12:00:24.926560,Machine_A,2.35,11,37.5,12.825,0
2026-09-10 12:00:24.926560,Machine_B,4.03,8,46.9,30.251,0
2026-09-10 12:00:24.926560,Machine_C,2.47,8,39.2,18.512,0
2026-09-10 12:01:24.926560,Machine_A,2.11,9,40.0,14.054,0
2026-09-10 12:01:24.926560,Machine_B,3.67,10,46.2,22.023,0
2026-09-10 12:01:24.926560,Machine_C,2.31,9,39.8,15.417,0
2026-09-10 12:02:24.926560,Machine_A,2.18,10,39.3,13.064,0
2026-09-10 12:02:24.926560,Machine_B,3.49,10,51.7,20.956,0
2026-09-10 12:02:24.926560,Machine_C,2.57,9,39.7,17.147,0
2026-09-10 12:03:24.926560,Machine_A,2.13,10,35.9,12.782,0
2026-09-10 12:03:24.926560,Machine_B,3.84,8,44.5,28.817,0
2026-09-10 12:03:24.926560,Machine_C,2.31,7,38.7,19.821,0
2026-09-10 12:04:24.926560,Machine_A,1.83,9,36.8,12.191,0
2026-09-10 12:04:24.926560,Machine_B,4.07,9,50.9,27.152,0
2026-09-10 12:04:24.926560,Machine_C,1.97,7,39.8,16.88,0
2026-09-10 12:05:24.926560,Machine_A,2.05,9,37.5,13.69,0
2026-09-10 12:05:24.926560,Machine_B,5.59,8,61.9,41.902,1
2026-09-10 12:05:24.926560,Machine_C,2.27,8,39.2,17.012,0
2026-09-10 12:06:24.926560,Machine_A,2.02,10,36.6,12.096,0
2026-09-10 12:06:24.926560,Machine_B,6.14,9,57.7,40.904,1
2026-09-10 12:06:24.926560,Machine_C,2.42,7,38.9,20.702,0
2026-09-10 12:07:24.926560,Machine_A,2.08,11,38.2,11.362,0
2026-09-10 12:07:24.926560,Machine_B,3.82,10,49.0,22.921,0
2026-09-10 12:07:24.926560,Machine_C,2.47,8,40.6,18.548,0
2026-09-10 12:08:24.926560,Machine_A,2.18,10,36.1,13.077,0
2026-09-10 12:08:24.926560,Machine_B,3.63,10,45.9,21.797,0
2026-09-10 12:08:24.926560,Machine_C,2.16,7,41.2,18.495,0
2026-09-10 12:09:24.926560,Machine_A,2.02,10,37.8,12.106,0
2026-09-10 12:09:24.926560,Machine_B,4.11,8,53.3,30.789,0
2026-09-10 12:09:24.926560,Machine_C,2.55,9,37.7,17.012,0
2026-09-10 12:10:24.926560,Machine_A,2.14,10,40.7,12.828,0
2026-09-10 12:10:24.926560,Machine_B,3.97,9,47.1,26.436,0
2026-09-10 12:10:24.926560,Machine_C,2.33,9,42.0,15.552,0
2026-09-10 12:11:24.926560,Machine_A,2.16,11,41.1,11.792,0
2026-09-10 12:11:24.926560,Machine_B,4.22,9,48.1,28.128,0
2026-09-10 12:11:24.926560,Machine_C,2.4,9,41.5,15.986,0
2026-09-10 12:12:24.926560,Machine_A,2.11,10,39.6,12.677,0
2026-09-10 12:12:24.926560,Machine_B,3.91,9,46.3,26.049,0
2026-09-10 12:12:24.926560,Machine_C,2.45,8,40.0,18.357,0
2026-09-10 12:13:24.926560,Machine_A,2.28,10,41.0,13.697,0
2026-09-10 12:13:24.926560,Machine_B,3.42,9,46.2,22.767,0
2026-09-10 12:13:24.926560,Machine_C,2.44,7,39.2,20.956,0
2026-09-10 12:14:24.926560,Machine_A,2.02,9,37.7,13.458,0
2026-09-10 12:14:24.926560,Machine_B,3.25,8,48.4,24.381,0
2026-09-10 12:14:24.926560,Machine_C,2.58,9,40.5,17.188,0
2026-09-10 12:15:24.926560,Machine_A,1.82,10,39.6,10.944,0
2026-09-10 12:15:24.926560,Machine_B,3.61,10,50.1,21.642,0
2026-09-10 12:15:24.926560,Machine_C,2.78,9,40.2,18.544,0
2026-09-10 12:16:24.926560,Machine_A,2.0,10,38.6,12.027,0
2026-09-10 12:16:24.926560,Machine_B,3.58,8,48.4,26.844,0
2026-09-10 12:16:24.926560,Machine_C,2.48,9,40.0,16.521,0
2026-09-10 12:17:24.926560,Machine_A,1.99,10,37.9,11.965,0
2026-09-10 12:17:24.926560,Machine_B,3.48,9,48.9,23.209,0
2026-09-10 12:17:24.926560,Machine_C,2.27,7,40.4,19.463,0
2026-09-10 12:18:24.926560,Machine_A,2.22,9,41.9,14.792,0
2026-09-10 12:18:24.926560,Machine_B,3.65,9,49.1,24.329,0
2026-09-10 12:18:24.926560,Machine_C,2.45,8,39.7,18.381,0
2026-09-10 12:19:24.926560,Machine_A,2.28,9,38.5,15.205,0
2026-09-10 12:19:24.926560,Machine_B,4.2,8,47.8,31.464,0
2026-09-10 12:19:24.926560,Machine_C,2.59,8,40.0,19.459,0
2026-09-10 12:20:24.926560,Machine_A,2.15,10,36.7,12.927,0
2026-09-10 12:20:24.926560,Machine_B,3.73,9,47.3,24.855,0
2026-09-10 12:20:24.926560,Machine_C,2.64,7,39.7,22.648,0
2026-09-10 12:21:24.926560,Machine_A,2.29,9,35.6,15.296,0
2026-09-10 12:21:24.926560,Machine_B,3.77,10,50.5,22.615,0
2026-09-10 12:21:24.926560,Machine_C,2.35,9,39.3,15.682,0
2026-09-10 12:22:24.926560,Machine_A,2.13,9,37.6,14.189,0
2026-09-10 12:22:24.926560,Machine_B,3.65,10,49.6,21.883,0
2026-09-10 12:22:24.926560,Machine_C,2.35,9,40.4,15.664,0
2026-09-10 12:23:24.926560,Machine_A,2.2,10,36.0,13.217,0
2026-09-10 12:23:24.926560,Machine_B,3.74,8,48.6,28.053,0
2026-09-10 12:23:24.926560,Machine_C,2.22,7,40.8,19.013,0
2026-09-10 12:24:24.926560,Machine_A,2.06,10,36.3,12.372,0
2026-09-10 12:24:24.926560,Machine_B,4.13,9,47.8,27.547,0
2026-09-10 12:24:24.926560,Machine_C,2.32,8,39.9,17.398,0
2026-09-10 12:25:24.926560,Machine_A,2.08,9,38.6,13.852,0
2026-09-10 12:25:24.926560,Machine_B,3.95,9,47.5,26.36,0
2026-09-10 12:25:24.926560,Machine_C,2.55,9,42.1,17.003,0
2026-09-10 12:26:24.926560,Machine_A,2.32,10,38.8,13.92,0
2026-09-10 12:26:24.926560,Machine_B,3.69,8,47.4,27.644,0
2026-09-10 12:26:24.926560,Machine_C,2.4,7,39.7,20.546,0
2026-09-10 12:27:24.926560,Machine_A,2.17,9,36.7,14.497,0
2026-09-10 12:27:24.926560,Machine_B,3.93,9,49.8,26.19,0
2026-09-10 12:27:24.926560,Machine_C,2.59,8,40.1,19.393,0
2026-09-10 12:28:24.926560,Machine_A,1.94,10,37.3,11.624,0
2026-09-10 12:28:24.926560,Machine_B,3.82,8,50.3,28.658,0
2026-09-10 12:28:24.926560,Machine_C,2.39,7,38.5,20.49,0
2026-09-10 12:29:24.926560,Machine_A,2.2,9,38.8,14.65,0
2026-09-10 12:29:24.926560,Machine_B,3.46,10,47.8,20.783,0
2026-09-10 12:29:24.926560,Machine_C,2.72,9,38.9,18.105,0
2026-09-10 12:30:24.926560,Machine_A,2.24,11,37.6,12.236,0
2026-09-10 12:30:24.926560,Machine_B,3.82,9,44.8,25.484,0
2026-09-10 12:30:24.926560,Machine_C,2.37,7,38.3,20.304,0
2026-09-10 12:31:24.926560,Machine_A,2.33,10,38.2,13.975,0
2026-09-10 12:31:24.926560,Machine_B,3.83,10,47.1,22.991,0
2026-09-10 12:31:24.926560,Machine_C,2.37,8,37.9,17.752,0
2026-09-10 12:32:24.926560,Machine_A,1.95,9,39.1,12.997,0
2026-09-10 12:32:24.926560,Machine_B,6.07,9,62.2,40.479,1
2026-09-10 12:32:24.926560,Machine_C,2.35,7,38.2,20.173,0
2026-09-10 12:33:24.926560,Machine_A,2.15,11,42.1,11.716,0
2026-09-10 12:33:24.926560,Machine_B,3.63,8,49.7,27.193,0
2026-09-10 12:33:24.926560,Machine_C,2.42,7,37.8,20.705,0
2026-09-10 12:34:24.926560,Machine_A,2.09,11,37.1,11.42,0
2026-09-10 12:34:24.926560,Machine_B,3.59,10,45.0,21.525,0
2026-09-10 12:34:24.926560,Machine_C,2.44,7,40.5,20.915,0
2026-09-10 12:35:24.926560,Machine_A,2.19,11,37.2,11.957,0
2026-09-10 12:35:24.926560,Machine_B,4.04,8,49.1,30.324,0
2026-09-10 12:35:24.926560,Machine_C,2.29,8,40.3,17.203,0
2026-09-10 12:36:24.926560,Machine_A,2.16,9,39.6,14.392,0
2026-09-10 12:36:24.926560,Machine_B,5.32,8,57.8,39.876,1
2026-09-10 12:36:24.926560,Machine_C,2.43,7,40.4,20.788,0
2026-09-10 12:37:24.926560,Machine_A,2.18,9,38.5,14.539,0
2026-09-10 12:37:24.926560,Machine_B,3.86,10,49.5,23.172,0
2026-09-10 12:37:24.926560,Machine_C,2.41,8,39.3,18.066,0
2026-09-10 12:38:24.926560,Machine_A,2.1,11,37.7,11.436,0
2026-09-10 12:38:24.926560,Machine_B,5.17,10,60.6,31.033,1
2026-09-10 12:38:24.926560,Machine_C,2.59,7,39.1,22.199,0
2026-09-10 12:39:24.926560,Machine_A,2.08,11,37.0,11.363,0
2026-09-10 12:39:24.926560,Machine_B,4.35,10,46.5,26.112,0
2026-09-10 12:39:24.926560,Machine_C,2.44,8,41.1,18.295,0
2026-09-10 12:40:24.926560,Machine_A,2.01,11,34.8,10.948,0
2026-09-10 12:40:24.926560,Machine_B,3.69,10,48.5,22.154,0
2026-09-10 12:40:24.926560,Machine_C,2.6,7,38.3,22.248,0
2026-09-10 12:41:24.926560,Machine_A,2.24,9,42.6,14.931,0
2026-09-10 12:41:24.926560,Machine_B,3.68,8,48.3,27.591,0
2026-09-10 12:41:24.926560,Machine_C,2.6,9,41.4,17.31,0
2026-09-10 12:42:24.926560,Machine_A,2.23,11,37.3,12.149,0
2026-09-10 12:42:24.926560,Machine_B,4.13,8,45.6,30.998,0
2026-09-10 12:42:24.926560,Machine_C,2.44,8,41.2,18.306,0
2026-09-10 12:43:24.926560,Machine_A,2.29,9,37.3,15.261,0
2026-09-10 12:43:24.926560,Machine_B,3.81,8,48.8,28.563,0
2026-09-10 12:43:24.926560,Machine_C,2.24,8,39.6,16.765,0
2026-09-10 12:44:24.926560,Machine_A,2.02,9,37.3,13.441,0
2026-09-10 12:44:24.926560,Machine_B,3.97,8,47.4,29.762,0
2026-09-10 12:44:24.926560,Machine_C,2.33,8,37.7,17.466,0
2026-09-10 12:45:24.926560,Machine_A,2.22,9,38.6,14.782,0
2026-09-10 12:45:24.926560,Machine_B,3.86,9,46.4,25.737,0
2026-09-10 12:45:24.926560,Machine_C,2.16,7,38.9,18.552,0
2026-09-10 12:46:24.926560,Machine_A,2.12,10,36.2,12.71,0
2026-09-10 12:46:24.926560,Machine_B,3.65,10,46.6,21.871,0
2026-09-10 12:46:24.926560,Machine_C,2.24,9,39.1,14.937,0
2026-09-10 12:47:24.926560,Machine_A,2.1,11,36.0,11.471,0
2026-09-10 12:47:24.926560,Machine_B,3.21,10,49.5,19.237,0
2026-09-10 12:47:24.926560,Machine_C,2.71,9,39.1,18.074,0
2026-09-10 12:48:24.926560,Machine_A,2.16,11,37.0,11.799,0
2026-09-10 12:48:24.926560,Machine_B,3.89,8,49.8,29.157,0
2026-09-10 12:48:24.926560,Machine_C,2.66,7,39.7,22.781,0
2026-09-10 12:49:24.926560,Machine_A,2.36,11,35.7,12.897,0
2026-09-10 12:49:24.926560,Machine_B,3.88,9,46.0,25.849,0
2026-09-10 12:49:24.926560,Machine_C,2.56,7,40.1,21.967,0
2026-09-10 12:50:24.926560,Machine_A,2.13,9,40.4,14.218,0
2026-09-10 12:50:24.926560,Machine_B,6.07,9,64.5,40.466,1
2026-09-10 12:50:24.926560,Machine_C,2.26,8,40.0,16.977,0
2026-09-10 12:51:24.926560,Machine_A,1.92,10,39.9,11.536,0
2026-09-10 12:51:24.926560,Machine_B,4.6,10,49.9,27.612,0
2026-09-10 12:51:24.926560,Machine_C,2.08,8,43.1,15.597,0
2026-09-10 12:52:24.926560,Machine_A,2.15,11,38.5,11.747,0
2026-09-10 12:52:24.926560,Machine_B,4.16,10,47.3,24.949,0
2026-09-10 12:52:24.926560,Machine_C,2.38,9,41.4,15.893,0
2026-09-10 12:53:24.926560,Machine_A,2.22,11,37.7,12.09,0
2026-09-10 12:53:24.926560,Machine_B,3.47,8,46.3,26.02,0
2026-09-10 12:53:24.926560,Machine_C,2.5,8,40.2,18.738,0
2026-09-10 12:54:24.926560,Machine_A,2.3,11,37.6,12.522,0
2026-09-10 12:54:24.926560,Machine_B,3.82,9,50.2,25.491,0
2026-09-10 12:54:24.926560,Machine_C,2.32,9,41.0,15.472,0
2026-09-10 12:55:24.926560,Machine_A,2.2,11,38.8,11.974,0
2026-09-10 12:55:24.926560,Machine_B,4.16,10,45.1,24.977,0
2026-09-10 12:55:24.926560,Machine_C,2.52,7,40.8,21.601,0
2026-09-10 12:56:24.926560,Machine_A,2.16,10,38.7,12.951,0
2026-09-10 12:56:24.926560,Machine_B,5.64,9,58.3,37.605,1
2026-09-10 12:56:24.926560,Machine_C,2.37,9,39.5,15.809,0
2026-09-10 12:57:24.926560,Machine_A,2.21,10,40.8,13.258,0
2026-09-10 12:57:24.926560,Machine_B,3.92,8,49.6,29.379,0
2026-09-10 12:57:24.926560,Machine_C,2.5,8,40.9,18.742,0
2026-09-10 12:58:24.926560,Machine_A,2.08,11,36.9,11.367,0
2026-09-10 12:58:24.926560,Machine_B,3.93,10,47.3,23.568,0
2026-09-10 12:58:24.926560,Machine_C,2.38,9,40.7,15.845,0
2026-09-10 12:59:24.926560,Machine_A,2.11,11,37.5,11.487,0
2026-09-10 12:59:24.926560,Machine_B,5.71,8,57.6,42.789,1
2026-09-10 12:59:24.926560,Machine_C,2.29,9,40.6,15.298,0
2026-09-10 13:00:24.926560,Machine_A,1.8,10,38.3,10.788,0
2026-09-10 13:00:24.926560,Machine_B,3.87,9,50.6,25.772,0
2026-09-10 13:00:24.926560,Machine_C,2.53,9,40.6,16.843,0
2026-09-10 13:01:24.926560,Machine_A,2.21,9,42.1,14.707,0
2026-09-10 13:01:24.926560,Machine_B,3.87,10,48.9,23.207,0
2026-09-10 13:01:24.926560,Machine_C,2.26,7,40.9,19.332,0
2026-09-10 13:02:24.926560,Machine_A,2.04,10,38.0,12.224,0
2026-09-10 13:02:24.926560,Machine_B,3.7,9,48.3,24.678,0
2026-09-10 13:02:24.926560,Machine_C,2.47,7,39.8,21.188,0
2026-09-10 13:03:24.926560,Machine_A,2.12,10,36.4,12.711,0
2026-09-10 13:03:24.926560,Machine_B,4.11,10,46.7,24.649,0
2026-09-10 13:03:24.926560,Machine_C,2.12,9,38.8,14.12,0
2026-09-10 13:04:24.926560,Machine_A,2.13,10,37.1,12.759,0
2026-09-10 13:04:24.926560,Machine_B,4.02,8,48.2,30.161,0
2026-09-10 13:04:24.926560,Machine_C,2.54,7,41.2,21.813,0
